,name,artist,album_name,album_image_url,album_release_date,duration_ms,explicit,popularity,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_followers,artist_genres,artist_popularity,track_id
454,Take on Me,a-ha,Hunting High and Low,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53,1985-06-01,225280,False,83,https://p.scdn.co/mp3-preview/0f980d0fac59f77123d0272b78bce97f1374d9e9?cid=d3c4d26f750f45daa2434a1585745291,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,1595479,"['europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",72,2WfaOiMkCvy7F5fcp2zZ8L
455,Every Breath You Take,The Police,Stranger Things (Soundtrack from the Netflix Original Series),https://i.scdn.co/image/ab67616d0000b273bd0db295c0164ddbc0584ebb,2017-10-27,251573,False,70,https://p.scdn.co/mp3-preview/a0aaadd12a0a4c8d925411ed687e5aa0145b2a22?cid=d3c4d26f750f45daa2434a1585745291,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,4,4427864,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",76,0SNGe4xksgp7CGnY5kMXOJ
456,Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,The Singles (Expanded),https://i.scdn.co/image/ab67616d0000b2737422ea855ab95313c190855d,2016-10-14,206360,False,75,https://p.scdn.co/mp3-preview/b82cb726ce0d98d606eafc10cd37ca8d1a2f7916?cid=d3c4d26f750f45daa2434a1585745291,0.58,0.498,1,-6.901,1,0.0277,0.198,0.0,0.132,0.111,116.271,4,3970643,"['mellow gold', 'rock drums', 'soft rock']",77,63CHa6rmamv9OsehkRD8oz
457,Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,1982-11-30,293826,False,82,https://p.scdn.co/mp3-preview/f504e6b8e037771318656394f532dede4f9bcaea?cid=d3c4d26f750f45daa2434a1585745291,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,4,19815051,"['pop', 'r&b', 'soul']",83,5ChkMS8OtdzJeqyybCc9R5
458,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,https://i.scdn.co/image/ab67616d0000b273cc57e9b00b87dd0f6e868347,1987-06-02,291293,False,80,https://p.scdn.co/mp3-preview/74416b6f12f779264e1628eab3c8ad7ab301634f?cid=d3c4d26f750f45daa2434a1585745291,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4,7050718,"['dance pop', 'pop', 'urban contemporary']",77,2tUBqZG2AbRi7Q0BIrVrEj
459,Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273cf1fee2a55e98e22bf358512,1984-11-05,216053,False,80,https://p.scdn.co/mp3-preview/5c4edc1e7565ed5f6aa3fc88dec8df74c17753b0?cid=d3c4d26f750f45daa2434a1585745291,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,2271152,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",76,0GONea6G2XdnHWjNZd6zt3
460,Lay All Your Love On Me,ABBA,Super Trouper,https://i.scdn.co/image/ab67616d0000b273226c848268e693f3812e7e69,1980,274466,False,0,,0.679,0.708,2,-7.854,0,0.0258,0.0989,0.00384,0.425,0.763,133.501,4,6469303,"['europop', 'swedish pop']",83,3LIaJyHeA9lxmskbFaez44
461,Fast Car,Tracy Chapman,Tracy Chapman,https://i.scdn.co/image/ab67616d0000b2737602becfedf6e25752cb54ff,1988-04-05,296800,False,77,https://p.scdn.co/mp3-preview/d7c7088e15ff83fd4352fa675f52e29986671b0c?cid=d3c4d26f750f45daa2434a1585745291,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,4,1209633,"['folk', 'lilith', 'singer-songwriter', ""women's music""]",70,2M9ro2krNb7nr7HSprkEgo
462,That's All - Remastered 2007,Genesis,Genesis,https://i.scdn.co/image/ab67616d0000b273dc9d54ec465b4f79df7423d5,1983-10-03,266173,False,65,https://p.scdn.co/mp3-preview/d35a6b3e1b7e5a6fc13a5c02ac60ff23aee624c5?cid=d3c4d26f750f45daa2434a1585745291,0.579,0.669,4,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,4,2450804,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",71,2gUjs3Y8RoPpwozKyQDCUa
463,Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,1985,298933,False,63,https://p.scdn.co/mp3-preview/a5ac1546e317ecd888fdf2fb7b7f015e24f841f7?cid=d3c4d26f750f45daa2434a1585745291,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,811987,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",65,75FEaRjZTKLhTrFGsfMUXR
464,Gypsy,Fleetwood Mac,Greatest Hits,https://i.scdn.co/image/ab67616d0000b273813da91820fd194cbee5bdce,1988-11-21,264906,False,71,https://p.scdn.co/mp3-preview/afada93be0c928ee81a5730bf75dff949502be13?cid=d3c4d26f750f45daa2434a1585745291,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,4,7139811,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",81,19Ym5Sg0YyOCa6ao21bdoG
465,Just Like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",https://i.scdn.co/image/ab67616d0000b27322f1b1c3e396b003b7bdd637,1987-01-01,212013,False,69,https://p.scdn.co/mp3-preview/7a0e874d160460227cd70fab9778e0902c812aaf?cid=d3c4d26f750f45daa2434a1585745291,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,4,3331560,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",75,4NnWuGQujzWUEg0uZokO5M
466,How Soon Is Now? - 2011 Remaster,The Smiths,Hatful of Hollow,https://i.scdn.co/image/ab67616d0000b273786b44c75ebf915866523f5b,1984,408173,False,68,https://p.scdn.co/mp3-preview/6dd06be4bed3d138430e56d74cb7c5ebad671e1a?cid=d3c4d26f750f45daa2434a1585745291,0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,4,2770587,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",73,1YrnDTqvcnUKxAIeXyaEmU
467,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,1985-02-25,251488,False,81,https://p.scdn.co/mp3-preview/d7cb27def7ab1ef7f69317dfed0ba6620bd476d0?cid=d3c4d26f750f45daa2434a1585745291,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,2110414,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']",72,4RvWPyQ5RL0ao9LPZeSouE
468,Super Trouper,ABBA,Super Trouper,https://i.scdn.co/image/ab67616d0000b2734d08fc99eff4ed52dfce91fa,1980,252853,False,72,https://p.scdn.co/mp3-preview/b3d49257f86f538032699e8354e01de546ad0fb2?cid=d3c4d26f750f45daa2434a1585745291,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,4,6469303,"['europop', 'swedish pop']",83,0J2p4KYdr6Mg4ET6JPlbe1
469,Land Of Confusion - Remastered 2007,Genesis,Invisible Touch,https://i.scdn.co/image/ab67616d0000b273087ca24aa58e7c67514061a1,1986-06-09,286320,False,65,https://p.scdn.co/mp3-preview/e3f588594ca423d2886a0f46248d2bfbbb3e9232?cid=d3c4d26f750f45daa2434a1585745291,0.619,0.939,1,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,4,2450804,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",71,2oiMNaVCul7qmMzpRStjCg
470,More Than This,Roxy Music,Roxy Music Collection,https://i.scdn.co/image/ab67616d0000b273d5abf16cc43eb695e58439cf,2004-01-01,272857,False,53,https://p.scdn.co/mp3-preview/199b477b221f32fa118b8b5eaf8eb47c455da3c6?cid=d3c4d26f750f45daa2434a1585745291,0.657,0.552,6,-11.77,1,0.0255,0.0424,0.039,0.106,0.759,128.494,4,702293,"['album rock', 'art rock', 'classic rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",62,6SsP9PE7JT83QZA8kEYHVV
471,Lovesong - Remastered,The Cure,Disintegration (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273ee8b603d6c666ba428daac30,1989-05-02,208266,False,64,https://p.scdn.co/mp3-preview/1e637f73dd6e7229968de1e53f42bdd5117fde95?cid=d3c4d26f750f45daa2434a1585745291,0.611,0.791,9,-7.7,0,0.0286,0.326,0.862,0.217,0.856,140.12,4,3331560,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",75,2mIrfke7vosXAEWfz6ucyo
472,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,The Queen Is Dead,https://i.scdn.co/image/ab67616d0000b273ada101c2e9e97feb8fae37a9,1986-06-16,244586,False,72,https://p.scdn.co/mp3-preview/839d38dbf04ca2ff858eb03d0442358ffb393adb?cid=d3c4d26f750f45daa2434a1585745291,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,4,2770587,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",73,0WQiDwKJclirSYG9v5tayI
473,Everywhere,Fleetwood Mac,Tango In The Night,https://i.scdn.co/image/ab67616d0000b2732af4ba32452b996f603c0b4d,1987-04-13,222733,False,0,,0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,4,7139811,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",81,6i8ecOsx4J2Px1maiqzqoG
474,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Love Songs,https://i.scdn.co/image/ab67616d0000b273a9b3d63f4a3420e917ba8058,1979,237106,False,56,https://p.scdn.co/mp3-preview/c5f79c4c3edd249df28e751a97acb1d065dd24f4?cid=d3c4d26f750f45daa2434a1585745291,0.802,0.488,1,-9.304,1,0.0813,0.572,0.0598,0.0763,0.624,95.77,4,222390,"['jazz funk', 'smooth jazz']",66,7Lk83uozmGWre1q8eyOOUP
475,Eyes Without A Face - Remastered,Billy Idol,Greatest Hits,https://i.scdn.co/image/ab67616d0000b2735425de975a56867550d2dd65,2001-01-01,297426,False,58,https://p.scdn.co/mp3-preview/c00f160c5a40ccaa1b367d4ba6456bb114c859ad?cid=d3c4d26f750f45daa2434a1585745291,0.545,0.647,9,-9.693,1,0.0404,0.00823,0.22,0.159,0.552,85.76,4,1264765,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",70,3HCah9Waf9Jby9gLIWN4MI
476,West End Girls - 2001 Remaster,Pet Shop Boys,Please,https://i.scdn.co/image/ab67616d0000b2735e38730453e8354e9951a8ab,1986-03-24,285733,False,68,https://p.scdn.co/mp3-preview/434f70523e65d7c2b9f50d8b1f9f6d755dfadcb7?cid=d3c4d26f750f45daa2434a1585745291,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,4,1274415,"['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",68,2yzPBlE5UXK2sqvnNM9QQ0
477,China Girl - 1999 Remaster,David Bowie,Let's Dance (1999 Remaster),https://i.scdn.co/image/ab67616d0000b2734b4cc5866bd793ab9caa8bb5,1983-04-14,333266,False,0,,0.626,0.642,4,-9.838,0,0.0264,0.00961,0.081,0.156,0.817,133.947,4,7261295,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",79,1bki22ZoLCkqb0QIJ5PtJF
478,Boys Don't Cry,The Cure,Staring At The Sea - The Singles,https://i.scdn.co/image/ab67616d0000b273e28ad0d658dab65407f0c8f5,1986-01-01,154666,False,52,https://p.scdn.co/mp3-preview/55681f41083008af30883cd2c895c562bfff1b01?cid=d3c4d26f750f45daa2434a1585745291,0.463,0.597,11,-13.515,0,0.0637,0.0178,0.0,0.177,0.735,169.67,4,3331560,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",75,1YQCRXscu8xE74BVVMUCRr
479,Smalltown Boy,Bronski Beat,The Age of Consent,https://i.scdn.co/image/ab67616d0000b2739d8909cd2090c7b95c723935,1984-10-15,302413,False,71,https://p.scdn.co/mp3-preview/6691b4bd53b3d136d447bce436fabb1631fbbe43?cid=d3c4d26f750f45daa2434a1585745291,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,4,385159,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']",59,5vmRQ3zELMLUQPo2FLQ76x
480,Call Me,Blondie,Call Me,https://i.scdn.co/image/ab67616d0000b27313cbe3e4dfa81fe5b91f2f1c,2004-01-01,212226,False,66,https://p.scdn.co/mp3-preview/81d39d3a48a892400a85fe26964b00036b29424d?cid=d3c4d26f750f45daa2434a1585745291,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,4,996270,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",71,7HKxTNVlkHsfMLhigmhC0I
481,Raspberry Beret,Prince,Around the World in a Day,https://i.scdn.co/image/ab67616d0000b273214f0bd9dc1ed0c65ae81760,1985-04-22,215173,False,65,https://p.scdn.co/mp3-preview/80cd007d427fcfd8c9a9139cfc4fd7b20bfead4c?cid=d3c4d26f750f45daa2434a1585745291,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,4,5559132,"['funk', 'funk rock', 'minneapolis sound', 'synth funk']",73,5jSz894ljfWE0IcHBSM39i
482,Private Eyes,Daryl Hall & John Oates,Private Eyes (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273c84b9bd63074979108c7c752,1981,217200,False,63,https://p.scdn.co/mp3-preview/217b4a13d7b206f65edddabdb100e9256218fd53?cid=d3c4d26f750f45daa2434a1585745291,0.85,0.938,9,-6.889,0,0.0415,0.409,0.000346,0.0582,0.84,120.826,4,1586386,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",73,5HQ639Z3ms3hnZx0KfWnkp
483,Little Lies - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273aaba065944cd82a6f15c86b6,1987-04-13,221053,False,70,https://p.scdn.co/mp3-preview/3ed5473fe79eefb3e8768fbd852068b64238a9a2?cid=d3c4d26f750f45daa2434a1585745291,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,4,7139811,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",81,4CoSCPlKNrWli7E5kFtbcl
484,Close To Me,The Cure,The Head On The Door (Remastered),https://i.scdn.co/image/ab67616d0000b27326590dee77103a16e935eadc,1985-08-26,203266,False,67,https://p.scdn.co/mp3-preview/69c5a8304b728edb57269134a7a6cefcf69b3829?cid=d3c4d26f750f45daa2434a1585745291,0.724,0.523,11,-11.139,1,0.116,0.0745,0.703,0.0811,0.965,185.075,4,3331560,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",75,4xiyq1iRdsxuU1BPUJ490Z
485,Cruel Summer,Bananarama,Bananarama (Collector's Edition),https://i.scdn.co/image/ab67616d0000b27360bb96672f2182482654de3e,1984-01-01,215326,False,64,https://p.scdn.co/mp3-preview/47d13ef240a58bef051d362ba4f11ff13b90bf81?cid=d3c4d26f750f45daa2434a1585745291,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,4,544201,"['dance pop', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",59,2EGaDf0cPX789H3LNeB03D
486,Modern Love - 1999 Remaster,David Bowie,Let's Dance (1999 Remaster),https://i.scdn.co/image/ab67616d0000b2734b4cc5866bd793ab9caa8bb5,1983-04-14,288466,False,0,,0.315,0.889,0,-8.192,1,0.041,0.000376,0.00241,0.133,0.961,181.329,4,7261295,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",79,7LyIoUsiMtelB1I0I4drEF
487,Blue Monday '88,New Order,The Best of New Order,https://i.scdn.co/image/ab67616d0000b273c621e025f32cc28a1ec86e3b,1994-01-01,244720,False,64,https://p.scdn.co/mp3-preview/849c4430a293813b83275bfd15c83c00cdeece83?cid=d3c4d26f750f45daa2434a1585745291,0.681,0.893,7,-8.485,1,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,4,1552978,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",68,31MOjWj3CT3dCQsMV2b8Wu
488,Too Shy,Kajagoogoo,White Feathers,https://i.scdn.co/image/ab67616d0000b273858f93b738db08c4e500bd30,1983,221520,False,59,https://p.scdn.co/mp3-preview/26c71e9893844f1aa9ac1be2c80dfbabaccbee9a?cid=d3c4d26f750f45daa2434a1585745291,0.702,0.871,10,-6.728,0,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,4,172840,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",46,6WEBIVqiEsevfgJefTyuQQ
489,Kids In America,Kim Wilde,Kim Wilde,https://i.scdn.co/image/ab67616d0000b273487fc5e15290dc70ec3154ae,1981,205533,False,68,https://p.scdn.co/mp3-preview/a3a3c56bebc640c0f781a818ba67d773aea7c535?cid=d3c4d26f750f45daa2434a1585745291,0.557,0.782,4,-3.899,1,0.0475,0.0953,6.75e-06,0.118,0.305,159.621,4,446007,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",60,1YGZyfvdgZxzipWoWYVKxi
490,Kokomo,The Beach Boys,Greatest Hits,https://i.scdn.co/image/ab67616d0000b273f6c4c6ceb8280e36670e5385,2012-01-01,215573,False,4,,0.684,0.643,0,-10.252,1,0.0329,0.0107,0.0,0.292,0.922,115.571,4,3304451,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",74,2OZyDYkNED6mIDi8RXLnWy
491,Video Killed The Radio Star,The Buggles,The Age Of Plastic,https://i.scdn.co/image/ab67616d0000b273983bb3e3f0c66b9b89a832fa,1980-01-10,252773,False,69,https://p.scdn.co/mp3-preview/e8b645013cbdf042ef689de40791bb1310894f7d?cid=d3c4d26f750f45daa2434a1585745291,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,4,77724,"['early synthpop', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",59,7o7E1nrHWncYY7PY94gCiX
492,Drive,The Cars,Heartbeat City,https://i.scdn.co/image/ab67616d0000b273473881855ae3ceadb949a625,1984-03-13,234493,False,67,https://p.scdn.co/mp3-preview/5a37fd1bbe7bd0e6c469d963fe8444a35076c2ee?cid=d3c4d26f750f45daa2434a1585745291,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,5,1212593,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']",66,3wfujdbamR3Z46F4xav7LM
493,Orinoco Flow - 2009 Remaster,Enya,Watermark,https://i.scdn.co/image/ab67616d0000b273ccda4935dab782fa037625de,1988-09-05,266200,False,61,https://p.scdn.co/mp3-preview/edc07a855d967b0e18758990a564a2b1f5760b15?cid=d3c4d26f750f45daa2434a1585745291,0.692,0.466,0,-10.741,1,0.0292,0.743,0.109,0.1,0.561,114.999,4,1592874,"['celtic', 'middle earth']",72,4bQNusmmVudLxIiexglzh6
494,Rock the Casbah - Remastered,The Clash,Combat Rock (Remastered),https://i.scdn.co/image/ab67616d0000b27325a4df452a3c42ccc2e9288b,1982,222426,False,70,https://p.scdn.co/mp3-preview/f1ba79479aeb18064b3ddff270e54db4e95b718b?cid=d3c4d26f750f45daa2434a1585745291,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,4,2193317,"['classic rock', 'permanent wave', 'punk', 'rock']",71,56KqaFSGTb7ifpt16t5Y1N
495,It's My Life - 1997 Remaster,Talk Talk,It's My Life,https://i.scdn.co/image/ab67616d0000b273dd38867a51bf339a3c33497d,1984,232400,False,68,https://p.scdn.co/mp3-preview/88114f34b988daf22d4e1dda080492981a06c9a2?cid=d3c4d26f750f45daa2434a1585745291,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,0.867,126.283,4,380171,"['art rock', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'rock', 'sophisti-pop', 'synthpop']",59,4jhsuQCUCJKA5f0bXb6XdJ
496,Strangelove,Depeche Mode,Music for the Masses (Deluxe),https://i.scdn.co/image/ab67616d0000b27313ccc3e363f27a4a3d06d1b1,1987-09-28,294613,False,52,https://p.scdn.co/mp3-preview/0ad312b33b26d8f06431d67c65f0c38077cb0392?cid=d3c4d26f750f45daa2434a1585745291,0.664,0.806,9,-7.879,0,0.0419,0.184,0.00741,0.197,0.642,118.905,4,4149676,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",74,2dQd2qrFB5VtuUMp45G41p
497,Got To Give It Up - Pt. 1,Marvin Gaye,Every Great Motown Hit Of Marvin Gaye,https://i.scdn.co/image/ab67616d0000b273b7d69f48b104003377bf6984,1983-08-22,255133,False,65,https://p.scdn.co/mp3-preview/760acd645ebaa00533bb73e20627da437a4a5142?cid=d3c4d26f750f45daa2434a1585745291,0.855,0.847,2,-9.019,1,0.042,0.234,0.00062,0.345,0.89,122.644,4,4236388,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",75,7ohR0qPH6f2Vuj2pUNanJG
498,Sledgehammer,Peter Gabriel,So (Remastered),https://i.scdn.co/image/ab67616d0000b27311bb04f55be562c76d8e8ecf,1986-05-19,313533,False,64,https://p.scdn.co/mp3-preview/44c8a4cfc460822269b77c94da36cdc710143053?cid=d3c4d26f750f45daa2434a1585745291,0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,4,1215393,"['album rock', 'art pop', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']",65,029NqmIySn1kOY305AAhxT
499,Maneater,Daryl Hall & John Oates,H2O,https://i.scdn.co/image/ab67616d0000b273cfe4163cbb6d12f3ec15898e,1982-10-04,273173,False,74,https://p.scdn.co/mp3-preview/06e8b5acc7afad6d29fe4d97c6cef445d2ef01ee?cid=d3c4d26f750f45daa2434a1585745291,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4,1586386,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",73,7j74lucZ59vqN67Ipe2ZcY
500,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret,https://i.scdn.co/image/ab67616d0000b27349c982dae436bac27c336f45,1981,153800,False,74,https://p.scdn.co/mp3-preview/058bd62cc407869acc2504c0a8cc0b2f44e79470?cid=d3c4d26f750f45daa2434a1585745291,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,470092,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",64,0cGG2EouYCEEC3xfa0tDFV
501,(Feels Like) Heaven,Fiction Factory,Throw The Warped Wheel Out,https://i.scdn.co/image/ab67616d0000b273c654a8583eb04ed769d096ea,1984-05-15,213960,False,57,https://p.scdn.co/mp3-preview/f6db0f87ffe4de484a1b91ebefbfc4d7bd305f37?cid=d3c4d26f750f45daa2434a1585745291,0.541,0.822,3,-10.978,1,0.049,0.214,0.00314,0.0521,0.719,116.659,4,15502,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']",46,41Laec0pItedzpw2D8HWYp
502,Break My Stride,Matthew Wilder,I Don't Speak The Language,https://i.scdn.co/image/ab67616d0000b2739824c6e084b02d24b2e22e94,1983-03-19,184480,False,72,https://p.scdn.co/mp3-preview/06ba33dcbe01b55115404c7b1436d689833da424?cid=d3c4d26f750f45daa2434a1585745291,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,4,30823,['new wave pop'],60,1mCsF9Tw4AkIZOjvZbZZdT
503,Into the Groove,Madonna,Celebration,https://i.scdn.co/image/ab67616d0000b27360dd74f881b0eb031d4b3218,2009-09-18,285093,False,49,https://p.scdn.co/mp3-preview/0efbf9a29e201df87897e8d69f17699933280e87?cid=d3c4d26f750f45daa2434a1585745291,0.729,0.856,10,-4.164,0,0.035,0.0658,0.00832,0.0691,0.804,116.467,4,5407692,"['dance pop', 'pop']",78,2QkjnJ6Q8w9zYln1io4S0C
504,Good Life,Inner City,Paradise,https://i.scdn.co/image/ab67616d0000b2734573e6f96afc42c80f3ed183,1989,244773,False,58,https://p.scdn.co/mp3-preview/abee8e9aaa6b5e6858e5367ec2c9261c75e479c5?cid=d3c4d26f750f45daa2434a1585745291,0.716,0.783,4,-12.876,0,0.0496,0.172,0.0346,0.0327,0.952,121.306,4,53061,"['classic house', 'deep house', 'detroit house', 'diva house', 'hardcore techno', 'hip house', 'techno', 'vocal house']",50,5sJiLlgQKBL81QCTOkoLB5
505,Come On Eileen,Dexys Midnight Runners,Come On Eileen / Dubious,https://i.scdn.co/image/ab67616d0000b2730303d04c5235ef77359ee144,2009-01-01,205933,False,66,https://p.scdn.co/mp3-preview/a69af37a795f9c37e3c44d736b47e88cca6af48b?cid=d3c4d26f750f45daa2434a1585745291,0.41,0.874,0,-4.286,1,0.0907,0.197,0.0,0.0843,0.824,107.08,4,176830,"['new romantic', 'new wave', 'new wave pop']",63,6nWcEzyxDozQcmxMoNJtYx
506,Rock with You - Single Version,Michael Jackson,Off the Wall,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac,1979-08-10,220626,False,73,https://p.scdn.co/mp3-preview/6d950aa4c01473bee46de9c601f7c9c06d7576b3?cid=d3c4d26f750f45daa2434a1585745291,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,4,19815051,"['pop', 'r&b', 'soul']",83,7oOOI85fVQvVnK5ynNMdW7
507,The Whole Of The Moon - 2004 Remastered Version,The Waterboys,This Is The Sea,https://i.scdn.co/image/ab67616d0000b2736c747bfd0a5c8d56e3cbc085,1985,302826,False,0,,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,4,194783,"['art rock', 'celtic rock', 'new wave pop', 'rock', 'scottish new wave', 'scottish rock']",57,2fMAEEhdpXo4ROX5eZcbOg
